run_id,timestamp,network,scenario,contract,function_name,concurrency,tx_per_user,tps_avg,tps_peak,p50_ms,p95_ms,success_rate
RUN_0192,2025-01-12 16:04:18.072249,Sepolia,Heavy Load,SmartTourismToken,transferToken,38,15,105.74,192.66327697492162,301,377,0.9488
RUN_0193,2024-10-18 13:54:28.072249,Goerli,Heavy Load,SmartReservation,bookTour,62,9,113.55,180.26521816997814,137,239,0.8401
RUN_0194,2024-01-31 17:54:25.072249,Goerli,Light Load,SmartReservation,cancelTour,48,19,134.91,136.97326966631675,306,388,0.9182
RUN_0195,2024-07-03 04:50:11.072249,Sepolia,Light Load,SmartTourismToken,transferToken,62,16,420.8,453.62664622761343,298,388,0.9205
RUN_0196,2024-01-23 05:36:20.072249,Sepolia,Heavy Load,SmartReservation,transferToken,19,2,405.28,479.5459594011501,258,354,0.8085
RUN_0197,2023-09-05 16:32:38.072249,Goerli,Light Load,SmartTourismToken,cancelTour,57,6,343.17,396.3491966269185,387,512,0.8832
RUN_0198,2025-01-07 14:45:03.072249,Sepolia,Mixed,SmartTourismToken,transferToken,73,10,352.28,384.6154721377466,324,407,0.8323
RUN_0199,2023-12-12 23:36:14.072249,Goerli,Mixed,SmartReservation,transferToken,24,9,126.39,137.04049609492816,344,495,0.8291
RUN_0200,2024-06-25 20:13:31.072249,Polygon,Mixed,SmartReservation,bookTour,98,2,43.02,102.60517540006312,337,421,0.935
RUN_0201,2024-09-09 20:19:35.072249,Sepolia,Light Load,SmartTourismToken,bookTour,81,3,399.55,418.77518359049117,291,346,0.8748
RUN_0202,2023-09-18 03:36:57.072249,Sepolia,Heavy Load,SmartReservation,cancelTour,46,7,193.6,224.19326383642223,233,315,0.9976
RUN_0203,2024-11-14 11:06:19.072249,Goerli,Heavy Load,SmartReservation,mintToken,92,11,178.03,251.51896262940016,463,646,0.975
RUN_0204,2023-11-05 16:11:44.072249,Polygon,Mixed,SmartTourismToken,cancelTour,15,2,289.09,346.3519112311236,309,447,0.9886
RUN_0205,2024-11-17 12:49:19.072249,Sepolia,Heavy Load,SmartReservation,transferToken,10,20,254.8,260.42970311237934,210,324,0.8986
RUN_0206,2025-07-11 12:07:23.072249,Polygon,Heavy Load,SmartTourismToken,mintToken,8,4,409.36,486.7215773701972,166,362,0.8027
RUN_0207,2024-07-25 23:06:42.072249,Polygon,Heavy Load,SmartTourismToken,bookTour,5,3,292.29,377.2522990808433,469,614,0.9995
RUN_0208,2023-08-23 04:38:28.072249,Polygon,Mixed,SmartReservation,cancelTour,46,9,443.75,518.445441010288,94,232,0.9028
RUN_0209,2024-02-12 13:47:17.072249,Sepolia,Mixed,SmartTourismToken,bookTour,61,10,215.93,276.22235507822205,301,411,0.8883
RUN_0210,2024-02-13 23:21:50.072249,Polygon,Light Load,SmartTourismToken,bookTour,87,8,183.18,219.86259030170427,150,268,0.8529
RUN_0211,2024-10-19 22:53:39.072249,Goerli,Heavy Load,SmartReservation,bookTour,39,1,266.33,346.62003491723726,457,549,0.8657
RUN_0212,2025-02-13 07:21:30.072249,Polygon,Heavy Load,SmartReservation,bookTour,38,17,124.47,216.4606172160382,333,407,0.9569
RUN_0213,2024-01-03 11:13:53.072249,Goerli,Mixed,SmartTourismToken,cancelTour,72,1,291.79,380.400139158262,210,316,0.8922
RUN_0214,2025-03-18 13:51:37.072249,Goerli,Light Load,SmartReservation,bookTour,58,9,327.64,344.7614143067686,251,310,0.838
RUN_0215,2023-10-29 09:47:22.072249,Polygon,Mixed,SmartReservation,transferToken,91,4,306.21,345.6261561544803,382,515,0.8992
RUN_0216,2024-12-04 19:08:37.072249,Goerli,Mixed,SmartReservation,bookTour,30,5,372.72,375.84212097144183,497,552,0.8833
RUN_0217,2025-02-21 08:29:25.072249,Polygon,Mixed,SmartReservation,bookTour,43,4,267.29,286.147947814594,239,310,0.958
RUN_0218,2024-11-07 19:23:46.072249,Goerli,Heavy Load,SmartReservation,mintToken,45,17,78.39,168.73571807739748,331,427,0.9486
RUN_0219,2024-06-13 21:58:06.072249,Polygon,Light Load,SmartReservation,cancelTour,27,19,167.0,233.56444247582826,473,601,0.9204
RUN_0220,2023-09-30 12:30:45.072249,Polygon,Mixed,SmartReservation,mintToken,53,12,294.29,380.8669077745165,151,318,0.8362
RUN_0221,2024-03-02 21:21:28.072249,Sepolia,Mixed,SmartTourismToken,mintToken,3,11,25.97,123.22242218818857,90,259,0.9551
RUN_0222,2025-04-17 12:41:14.072249,Polygon,Light Load,SmartReservation,bookTour,97,8,352.93,403.3641080833439,495,695,0.9594
RUN_0223,2024-11-20 16:50:01.072249,Sepolia,Light Load,SmartReservation,transferToken,9,4,22.59,65.76358667969996,193,352,0.8105
RUN_0224,2024-08-19 14:12:17.072249,Sepolia,Light Load,SmartReservation,bookTour,10,17,300.56,396.89914480961755,358,492,0.9847
RUN_0225,2025-07-01 13:31:26.072249,Polygon,Heavy Load,SmartTourismToken,cancelTour,21,18,229.89,316.3447847035877,273,397,0.9674
RUN_0226,2024-01-01 22:11:46.072249,Polygon,Light Load,SmartTourismToken,cancelTour,96,8,223.36,289.4483133320829,403,574,0.8279
RUN_0227,2024-07-17 20:04:27.072249,Sepolia,Light Load,SmartTourismToken,transferToken,80,8,289.72,379.9115896522833,150,258,0.9062
RUN_0228,2024-02-08 12:41:58.072249,Polygon,Heavy Load,SmartReservation,mintToken,98,20,275.28,293.91661811189056,179,335,0.853
RUN_0229,2023-12-26 03:21:05.072249,Goerli,Light Load,SmartReservation,cancelTour,22,1,460.36,476.68250950718874,190,367,0.8525
RUN_0230,2024-01-15 02:06:15.072249,Polygon,Light Load,SmartReservation,transferToken,100,12,176.78,197.5466471173973,330,402,0.9994
RUN_0231,2025-03-21 11:32:35.072249,Sepolia,Mixed,SmartTourismToken,transferToken,5,6,269.76,291.8776193411112,228,333,0.8518
RUN_0232,2024-02-23 07:36:31.072249,Sepolia,Heavy Load,SmartReservation,bookTour,20,14,98.42,115.8609699235462,201,291,0.9282
RUN_0233,2023-09-23 09:59:19.072249,Goerli,Light Load,SmartReservation,cancelTour,48,1,92.13,144.6843584915034,471,582,0.892
RUN_0234,2025-04-14 13:59:42.072249,Goerli,Heavy Load,SmartTourismToken,cancelTour,17,15,114.09,199.66212721960125,410,460,0.8697
RUN_0235,2023-11-28 21:59:16.072249,Goerli,Mixed,SmartTourismToken,cancelTour,16,1,193.02,207.1164238118137,87,218,0.9666
RUN_0236,2024-07-29 01:53:49.072249,Sepolia,Light Load,SmartReservation,mintToken,29,13,497.67,520.468777388078,146,321,0.8294
RUN_0237,2024-01-23 10:06:03.072249,Sepolia,Light Load,SmartReservation,transferToken,92,4,488.68,586.3463685253104,370,459,0.8985
RUN_0238,2024-04-23 03:54:56.072249,Sepolia,Light Load,SmartTourismToken,mintToken,79,1,29.36,108.35913016681698,202,367,0.8557
RUN_0239,2023-08-18 17:37:02.072249,Polygon,Heavy Load,SmartReservation,bookTour,11,13,179.29,256.7721693001628,168,230,0.8719
RUN_0240,2024-10-07 10:18:53.072249,Goerli,Light Load,SmartReservation,bookTour,18,7,279.29,365.25740471124743,238,434,0.9933
RUN_0241,2025-08-06 08:25:25.072249,Polygon,Light Load,SmartTourismToken,cancelTour,24,6,351.65,431.26755407605975,269,363,0.9103
RUN_0242,2024-01-31 12:36:23.072249,Goerli,Light Load,SmartTourismToken,transferToken,2,20,87.02,184.90131716747715,93,269,0.9147
RUN_0243,2025-07-31 14:46:42.072249,Sepolia,Mixed,SmartTourismToken,mintToken,91,12,191.12,290.8343589281792,351,472,0.8355
RUN_0244,2023-11-08 16:19:37.072249,Polygon,Heavy Load,SmartReservation,cancelTour,53,1,193.67,213.64394901610726,223,296,0.8509
RUN_0245,2025-04-28 07:52:30.072249,Goerli,Light Load,SmartReservation,bookTour,47,15,267.73,284.14937496106825,140,303,0.8971
RUN_0246,2023-12-21 07:58:11.072249,Sepolia,Mixed,SmartReservation,bookTour,26,4,455.17,522.0517201975944,387,529,0.8952
RUN_0247,2025-02-01 04:08:18.072249,Sepolia,Mixed,SmartReservation,cancelTour,35,2,398.69,431.717239699537,108,236,0.9018
RUN_0248,2024-12-18 15:27:32.072249,Polygon,Light Load,SmartTourismToken,cancelTour,65,15,370.64,436.77488405157953,96,216,0.8823
RUN_0249,2023-09-12 00:45:30.072249,Sepolia,Heavy Load,SmartReservation,mintToken,87,14,200.9,263.9380591143608,417,524,0.9749
RUN_0250,2024-02-25 10:41:28.072249,Sepolia,Light Load,SmartReservation,mintToken,27,8,318.07,375.32805956606416,348,476,0.905
RUN_0251,2024-02-10 16:09:36.072249,Goerli,Light Load,SmartTourismToken,bookTour,1,18,154.59,219.83649221855032,475,549,0.8553
RUN_0252,2023-10-10 23:19:50.072249,Polygon,Heavy Load,SmartReservation,mintToken,59,19,56.52,140.48861887213044,403,585,0.9971
RUN_0253,2024-01-28 09:00:56.072249,Goerli,Heavy Load,SmartReservation,bookTour,28,17,234.86,266.700937828023,337,469,0.9824
RUN_0254,2024-11-21 05:33:56.072249,Goerli,Heavy Load,SmartTourismToken,cancelTour,56,1,33.9,39.37146576690692,494,600,0.9476
RUN_0255,2025-06-01 08:00:50.072249,Sepolia,Heavy Load,SmartReservation,cancelTour,31,19,429.76,510.8002947135351,362,521,0.8639
RUN_0256,2024-08-07 20:20:23.072249,Sepolia,Light Load,SmartTourismToken,transferToken,52,8,457.18,556.3484615029317,402,497,0.8715
RUN_0257,2024-03-21 14:28:20.072249,Sepolia,Heavy Load,SmartReservation,mintToken,41,8,135.72,218.85869871195797,78,196,0.9281
RUN_0258,2025-03-19 20:14:26.072249,Goerli,Mixed,SmartTourismToken,bookTour,21,19,224.44,239.69539327742294,232,428,0.832
RUN_0259,2024-04-17 00:48:08.072249,Sepolia,Heavy Load,SmartReservation,mintToken,6,11,356.08,414.56987986489213,168,246,0.8278
RUN_0260,2025-04-03 05:19:01.072249,Sepolia,Mixed,SmartTourismToken,transferToken,83,17,164.07,217.7324537462579,321,401,0.8306
RUN_0261,2023-12-30 01:49:15.072249,Goerli,Light Load,SmartTourismToken,mintToken,81,2,74.44,152.6898166986133,235,341,0.9088
RUN_0262,2025-06-24 04:50:50.072249,Polygon,Light Load,SmartReservation,cancelTour,42,5,112.27,130.14189062120025,308,395,0.9032
RUN_0263,2025-01-21 16:36:22.072249,Goerli,Mixed,SmartTourismToken,cancelTour,63,3,135.11,142.99747200310665,111,307,0.9556
RUN_0264,2024-12-21 19:06:00.072249,Polygon,Heavy Load,SmartReservation,bookTour,89,20,470.11,556.3820140697269,381,489,0.8541
RUN_0265,2024-02-16 17:14:12.072249,Polygon,Mixed,SmartReservation,cancelTour,25,17,171.23,184.36828796712678,399,495,0.812
RUN_0266,2025-07-29 08:25:44.072249,Polygon,Heavy Load,SmartTourismToken,cancelTour,72,17,331.54,419.2947741449479,491,648,0.848
RUN_0267,2024-08-05 04:53:40.072249,Goerli,Heavy Load,SmartTourismToken,cancelTour,66,17,295.14,372.418399219881,197,381,0.8525
RUN_0268,2025-08-03 16:31:44.072249,Sepolia,Light Load,SmartReservation,bookTour,14,12,485.91,558.0765547707699,122,269,0.8912
RUN_0269,2025-02-21 14:58:07.072249,Sepolia,Mixed,SmartReservation,bookTour,52,4,498.61,574.3845191807828,213,366,0.945
RUN_0270,2023-09-13 04:41:21.072249,Sepolia,Mixed,SmartReservation,bookTour,84,18,455.76,526.3107947693343,142,277,0.9857
RUN_0271,2024-12-29 00:01:21.072249,Polygon,Light Load,SmartTourismToken,bookTour,80,16,106.16,183.52777515512832,185,242,0.9568
RUN_0272,2024-09-01 04:47:38.072249,Goerli,Mixed,SmartTourismToken,transferToken,11,16,79.87,99.9841327947818,302,384,0.8384
RUN_0273,2025-03-15 18:07:34.072249,Goerli,Mixed,SmartTourismToken,bookTour,7,12,321.5,410.9507070147238,69,201,0.8191
RUN_0274,2024-08-13 08:10:03.072249,Polygon,Mixed,SmartTourismToken,bookTour,1,6,308.97,386.5220410161326,357,443,0.8602
RUN_0275,2024-06-18 20:01:55.072249,Polygon,Light Load,SmartReservation,mintToken,59,20,32.43,97.15843739140081,356,421,0.8099
RUN_0276,2025-03-26 08:33:44.072249,Sepolia,Mixed,SmartTourismToken,mintToken,15,20,168.43,246.07356025932614,130,220,0.9386
RUN_0277,2025-03-23 15:17:19.072249,Polygon,Heavy Load,SmartReservation,mintToken,87,8,384.15,438.5077946044771,136,225,0.8553
RUN_0278,2025-03-08 14:53:06.072249,Polygon,Light Load,SmartTourismToken,mintToken,93,12,66.42,134.27584358533997,96,226,0.8608
RUN_0279,2024-12-26 06:32:26.072249,Sepolia,Light Load,SmartReservation,bookTour,19,11,107.39,187.4538473973289,489,641,0.927
RUN_0280,2024-04-17 11:44:05.072249,Goerli,Heavy Load,SmartReservation,bookTour,96,12,253.86,305.0475628372145,127,299,0.881
RUN_0281,2024-03-01 00:42:40.072249,Polygon,Heavy Load,SmartReservation,bookTour,87,5,84.21,166.84226268652583,194,388,0.8314
RUN_0282,2024-12-24 12:04:01.072249,Goerli,Heavy Load,SmartReservation,cancelTour,79,18,94.01,122.11031164316012,429,629,0.8055
RUN_0283,2025-03-22 09:46:20.072249,Sepolia,Heavy Load,SmartTourismToken,mintToken,32,5,314.87,368.09413498570586,328,414,0.874
RUN_0284,2023-09-20 11:01:10.072249,Sepolia,Heavy Load,SmartTourismToken,cancelTour,98,9,135.73,146.44893651210563,353,474,0.892
RUN_0285,2025-01-12 10:59:24.072249,Goerli,Heavy Load,SmartTourismToken,mintToken,13,19,332.08,417.840857395183,467,567,0.8421
RUN_0286,2024-09-04 17:26:06.072249,Sepolia,Light Load,SmartReservation,cancelTour,96,11,333.01,389.8050719359202,379,439,0.9609
RUN_0287,2025-06-30 13:54:54.072249,Sepolia,Light Load,SmartReservation,bookTour,3,7,156.98,196.14760586106513,168,224,0.9209
RUN_0288,2023-11-08 21:33:39.072249,Polygon,Light Load,SmartReservation,mintToken,47,19,319.6,398.38534747723367,216,312,0.9713
RUN_0289,2023-08-17 21:23:50.072249,Goerli,Heavy Load,SmartReservation,cancelTour,21,3,90.54,129.57148979744062,365,510,0.9935
RUN_0290,2024-09-15 04:40:41.072249,Sepolia,Mixed,SmartReservation,mintToken,35,19,252.86,303.4994638857201,169,228,0.872
RUN_0291,2025-01-07 21:08:52.072249,Goerli,Mixed,SmartTourismToken,cancelTour,58,5,302.01,380.72128922694367,440,549,0.9584
RUN_0292,2024-02-06 12:49:59.072249,Polygon,Heavy Load,SmartReservation,bookTour,55,10,164.79,219.80985790746692,390,522,0.8553
RUN_0293,2025-01-07 15:50:04.072249,Goerli,Light Load,SmartReservation,bookTour,59,15,364.27,383.96135730261017,444,499,0.9698
RUN_0294,2024-12-31 06:00:31.072249,Goerli,Mixed,SmartTourismToken,transferToken,68,1,55.35,105.5674207783119,225,372,0.8492
RUN_0295,2024-08-16 15:28:32.072249,Sepolia,Mixed,SmartTourismToken,cancelTour,4,20,469.02,469.40343299742096,407,568,0.9589
RUN_0296,2024-07-10 07:23:57.072249,Polygon,Light Load,SmartTourismToken,cancelTour,12,10,480.69,485.55695551361947,464,593,0.8657
RUN_0297,2023-11-09 16:38:16.072249,Sepolia,Mixed,SmartReservation,transferToken,38,8,26.89,118.22756316383028,416,559,0.8549
RUN_0298,2025-02-13 06:35:11.072249,Goerli,Light Load,SmartTourismToken,cancelTour,6,2,12.09,59.67068347959372,135,333,0.8814
RUN_0299,2024-10-05 15:44:35.072249,Goerli,Light Load,SmartReservation,bookTour,18,2,140.6,213.62303210845874,266,329,0.915
RUN_0300,2024-05-27 16:55:25.072249,Sepolia,Light Load,SmartReservation,cancelTour,75,2,366.34,438.7184102475348,440,524,0.8228
RUN_0301,2024-05-09 11:45:03.072249,Polygon,Heavy Load,SmartReservation,bookTour,75,2,34.86,110.43339457144387,424,599,0.8383
RUN_0302,2025-07-06 07:39:06.072249,Sepolia,Mixed,SmartTourismToken,mintToken,47,9,163.69,228.89453312106053,75,165,0.8588
RUN_0303,2023-12-26 14:06:15.072249,Polygon,Light Load,SmartReservation,transferToken,48,3,135.43,225.94217030942846,261,364,0.9048
RUN_0304,2024-06-02 13:57:43.072249,Goerli,Light Load,SmartReservation,cancelTour,76,17,156.18,194.72298948309478,270,410,0.8064
RUN_0305,2023-11-29 05:49:40.072249,Polygon,Heavy Load,SmartReservation,transferToken,53,2,270.49,271.6888761781155,305,376,0.8605
RUN_0306,2025-03-28 13:47:38.072249,Goerli,Light Load,SmartTourismToken,mintToken,45,16,400.11,451.9122740296017,478,546,0.8227
RUN_0307,2024-12-09 01:53:41.072249,Polygon,Heavy Load,SmartReservation,transferToken,62,10,101.62,126.02304009048981,264,445,0.9447
RUN_0308,2025-02-11 10:52:35.072249,Sepolia,Light Load,SmartTourismToken,bookTour,90,20,466.65,555.7772619220684,255,440,0.9526
RUN_0309,2023-09-13 18:50:02.072249,Polygon,Mixed,SmartTourismToken,bookTour,91,6,348.33,423.4426745810788,311,366,0.9591
RUN_0310,2024-09-10 02:19:01.072249,Sepolia,Heavy Load,SmartTourismToken,cancelTour,57,14,194.72,293.4277730605878,277,329,0.8281
RUN_0311,2024-04-09 22:41:25.072249,Goerli,Mixed,SmartTourismToken,mintToken,8,6,79.91,133.64206083754783,152,225,0.845
RUN_0312,2023-09-07 10:40:32.072249,Goerli,Heavy Load,SmartReservation,cancelTour,11,14,124.07,190.33900667431868,168,313,0.9335
RUN_0313,2025-07-02 05:39:23.072249,Sepolia,Mixed,SmartReservation,mintToken,13,13,412.81,452.9700090267309,403,598,0.8153
RUN_0314,2023-11-29 07:37:29.072249,Polygon,Mixed,SmartReservation,bookTour,65,15,297.65,329.25007923883754,360,523,0.8744
RUN_0315,2025-02-19 13:12:56.072249,Goerli,Light Load,SmartTourismToken,transferToken,61,12,478.69,530.3119520843048,213,265,0.8996
RUN_0316,2023-08-17 11:39:47.072249,Polygon,Heavy Load,SmartReservation,cancelTour,64,12,390.94,418.2028216235544,80,207,0.8311
RUN_0317,2023-11-20 21:46:02.072249,Polygon,Mixed,SmartTourismToken,bookTour,74,7,105.69,204.20917105021945,364,480,0.8032
RUN_0318,2023-09-04 14:36:31.072249,Sepolia,Light Load,SmartTourismToken,bookTour,5,16,485.02,571.3707024041491,247,346,0.8056
RUN_0319,2025-07-22 12:08:14.072249,Goerli,Mixed,SmartTourismToken,mintToken,39,9,176.49,180.36918160418847,392,500,0.8109
RUN_0320,2024-08-09 23:49:46.072249,Sepolia,Heavy Load,SmartReservation,transferToken,43,18,443.05,535.9123091669605,269,353,0.9528
RUN_0321,2025-06-16 23:27:57.072249,Goerli,Mixed,SmartTourismToken,mintToken,18,18,365.85,455.2816621131029,141,329,0.9806
RUN_0322,2025-07-23 11:07:35.072249,Polygon,Heavy Load,SmartTourismToken,cancelTour,63,20,163.95,216.46025308879427,350,481,0.8065
RUN_0323,2023-11-01 23:17:41.072249,Goerli,Light Load,SmartReservation,cancelTour,91,15,12.52,67.17095298826712,106,220,0.9
RUN_0324,2023-10-20 15:45:45.072249,Polygon,Heavy Load,SmartTourismToken,cancelTour,64,12,429.23,519.6858317891674,494,668,0.9768
RUN_0325,2025-05-20 18:24:44.072249,Sepolia,Heavy Load,SmartTourismToken,mintToken,99,4,124.44,189.79119815816287,370,438,0.9901
RUN_0326,2025-06-16 18:30:55.072249,Sepolia,Heavy Load,SmartReservation,transferToken,88,3,306.42,386.5056653574073,362,512,0.8438
RUN_0327,2024-04-23 13:39:28.072249,Goerli,Light Load,SmartTourismToken,mintToken,97,16,78.07,176.3340610730175,64,239,0.9536
RUN_0328,2025-07-02 03:15:40.072249,Polygon,Light Load,SmartReservation,bookTour,90,1,369.87,451.33015873847046,189,350,0.9585
RUN_0329,2024-06-27 01:24:03.072249,Goerli,Mixed,SmartTourismToken,cancelTour,41,19,171.66,198.95015032403012,268,351,0.896
RUN_0330,2023-10-17 13:09:26.072249,Polygon,Heavy Load,SmartReservation,transferToken,96,7,30.95,72.27376691524421,284,457,0.865
RUN_0331,2024-01-19 19:18:58.072249,Sepolia,Heavy Load,SmartTourismToken,cancelTour,94,17,236.02,294.0211142772923,265,433,0.9466
RUN_0332,2025-01-19 10:02:25.072249,Polygon,Light Load,SmartTourismToken,cancelTour,76,19,481.32,495.81776243292853,475,662,0.8011
RUN_0333,2024-08-19 06:54:11.072249,Polygon,Light Load,SmartTourismToken,bookTour,49,9,184.41,203.64393929147954,276,337,0.9759
RUN_0334,2024-05-09 08:03:40.072249,Sepolia,Light Load,SmartTourismToken,transferToken,34,12,376.63,459.9849668932751,336,528,0.851
RUN_0335,2023-12-07 09:04:37.072249,Polygon,Light Load,SmartReservation,bookTour,78,13,423.46,448.4273541252074,67,209,0.8128
RUN_0336,2023-11-04 07:04:56.072249,Goerli,Mixed,SmartReservation,bookTour,74,4,378.32,420.4458998990927,75,139,0.9412
RUN_0337,2025-05-06 01:29:33.072249,Goerli,Mixed,SmartTourismToken,bookTour,61,18,248.27,305.2858845797592,313,494,0.8381
RUN_0338,2024-06-23 23:45:42.072249,Goerli,Heavy Load,SmartTourismToken,mintToken,24,19,186.52,242.8724452783463,321,394,0.9915
RUN_0339,2025-05-25 10:27:14.072249,Polygon,Heavy Load,SmartReservation,mintToken,17,19,444.93,485.0404520517954,100,181,0.8075
RUN_0340,2024-11-13 22:27:45.072249,Goerli,Mixed,SmartTourismToken,cancelTour,74,1,270.71,346.08323070061203,366,418,0.8831
RUN_0341,2024-12-03 10:29:06.072249,Polygon,Mixed,SmartTourismToken,mintToken,88,4,165.4,212.58504520842547,58,126,0.8172
RUN_0342,2025-01-16 05:09:19.072249,Goerli,Mixed,SmartTourismToken,mintToken,78,14,113.75,166.39536184909218,464,552,0.8999
RUN_0343,2024-05-16 16:09:03.072249,Polygon,Light Load,SmartReservation,bookTour,57,6,461.51,524.9208716879215,201,251,0.8854
RUN_0344,2023-11-23 01:28:06.072249,Polygon,Mixed,SmartTourismToken,cancelTour,58,8,82.3,165.28292084234323,146,269,0.8283
RUN_0345,2023-09-15 19:06:08.072249,Polygon,Mixed,SmartReservation,transferToken,92,6,301.62,336.3007599038711,293,419,0.9878
RUN_0346,2024-06-17 03:04:37.072249,Sepolia,Light Load,SmartTourismToken,cancelTour,4,9,121.97,173.79881291235097,132,182,0.9031
RUN_0347,2024-06-24 19:08:53.072249,Polygon,Light Load,SmartTourismToken,cancelTour,49,1,302.29,339.8895665301858,158,285,0.9922
RUN_0348,2023-09-19 22:26:04.072249,Goerli,Mixed,SmartReservation,bookTour,38,2,400.53,442.457091919186,280,355,0.8099
RUN_0349,2023-11-10 04:13:22.072249,Polygon,Heavy Load,SmartTourismToken,mintToken,94,3,154.94,234.53543574703366,412,577,0.801
RUN_0350,2023-08-25 16:17:28.072249,Goerli,Light Load,SmartReservation,bookTour,96,18,133.46,208.7525072410259,343,511,0.8052
RUN_0351,2024-09-28 10:11:55.072249,Sepolia,Mixed,SmartReservation,bookTour,98,2,73.48,87.47866586814315,315,479,0.8913
RUN_0352,2025-04-25 02:17:49.072249,Polygon,Heavy Load,SmartTourismToken,bookTour,1,10,95.72,184.34048307028752,65,132,0.8104
RUN_0353,2024-10-22 08:58:31.072249,Goerli,Light Load,SmartReservation,mintToken,5,18,442.42,490.8550934016012,138,262,0.9439
RUN_0354,2025-07-10 17:32:22.072249,Polygon,Heavy Load,SmartReservation,mintToken,58,12,38.9,69.14587824310061,201,312,0.8766
RUN_0355,2025-05-31 00:56:17.072249,Sepolia,Light Load,SmartReservation,mintToken,1,2,457.76,488.3202683326797,422,477,0.9823
RUN_0356,2025-01-27 10:47:48.072249,Sepolia,Heavy Load,SmartReservation,bookTour,49,12,176.11,194.43128483165077,188,283,0.9932
RUN_0357,2024-04-12 16:09:13.072249,Polygon,Mixed,SmartTourismToken,cancelTour,48,4,286.15,347.37442884481504,147,270,0.8968
RUN_0358,2025-01-01 08:15:19.072249,Polygon,Heavy Load,SmartTourismToken,cancelTour,96,4,366.63,442.184778048867,285,397,0.8638
RUN_0359,2025-04-25 04:09:03.072249,Polygon,Mixed,SmartReservation,transferToken,50,15,237.45,316.98471692404013,77,134,0.884
RUN_0360,2023-11-11 09:25:59.072249,Goerli,Mixed,SmartTourismToken,transferToken,19,9,490.81,577.021219108607,249,341,0.9797
RUN_0361,2024-02-05 15:30:24.072249,Polygon,Mixed,SmartTourismToken,transferToken,33,4,136.17,226.72276518877146,446,565,0.8908
RUN_0362,2024-09-11 02:03:09.072249,Sepolia,Mixed,SmartTourismToken,mintToken,61,6,216.2,309.28015606564503,320,443,0.8998
RUN_0363,2023-08-24 23:32:45.072249,Sepolia,Mixed,SmartTourismToken,bookTour,20,10,227.83,320.9606376558887,437,560,0.9257
RUN_0364,2024-01-03 18:51:57.072249,Polygon,Light Load,SmartTourismToken,mintToken,67,17,393.71,482.98960832033924,275,429,0.9887
RUN_0365,2023-08-16 00:13:59.072249,Polygon,Light Load,SmartReservation,cancelTour,95,15,483.94,543.962420853417,54,137,0.8521
RUN_0366,2024-02-16 01:05:39.072249,Goerli,Mixed,SmartReservation,transferToken,91,16,74.19,147.9136909433024,202,396,0.914
RUN_0367,2024-06-14 04:04:20.072249,Sepolia,Mixed,SmartTourismToken,cancelTour,77,15,181.24,254.09006904520493,462,536,0.8383
RUN_0368,2024-04-21 22:06:37.072249,Polygon,Mixed,SmartTourismToken,transferToken,6,17,283.19,298.4432192701328,92,288,0.999
RUN_0369,2025-01-29 15:09:27.072249,Sepolia,Heavy Load,SmartTourismToken,cancelTour,69,12,178.05,248.61331187508887,389,538,0.9648
RUN_0370,2024-02-27 10:44:21.072249,Goerli,Mixed,SmartTourismToken,mintToken,62,11,306.72,322.0965554657597,284,474,0.9254
RUN_0371,2024-10-07 09:49:26.072249,Goerli,Light Load,SmartTourismToken,mintToken,78,20,236.16,281.7740709493485,63,212,0.945
RUN_0372,2025-04-03 09:05:34.072249,Goerli,Mixed,SmartTourismToken,transferToken,57,12,90.97,157.52068745088883,433,590,0.8333
RUN_0373,2023-10-30 22:47:02.072249,Polygon,Mixed,SmartTourismToken,bookTour,51,8,133.66,175.7474739447293,355,534,0.8608
RUN_0374,2024-05-19 04:14:10.072249,Polygon,Heavy Load,SmartReservation,transferToken,74,17,238.97,330.4890400346309,426,615,0.9244
RUN_0375,2024-12-21 09:34:44.072249,Sepolia,Light Load,SmartReservation,bookTour,46,19,499.8,588.6735637603718,290,461,0.9959
RUN_0376,2025-03-13 16:15:10.072249,Polygon,Heavy Load,SmartTourismToken,bookTour,42,12,137.71,172.30706835942203,281,334,0.8847
RUN_0377,2023-12-30 12:36:49.072249,Polygon,Heavy Load,SmartTourismToken,mintToken,99,1,305.39,320.6654652307092,477,578,0.9847
RUN_0378,2024-07-13 00:59:15.072249,Polygon,Mixed,SmartReservation,mintToken,28,10,314.02,351.23838700544763,329,406,0.8269
RUN_0379,2024-04-17 16:51:55.072249,Goerli,Heavy Load,SmartReservation,bookTour,87,2,456.29,515.5457039519225,308,496,0.9553
RUN_0380,2023-09-03 20:41:19.072249,Sepolia,Heavy Load,SmartReservation,mintToken,71,12,165.84,257.09870477927524,152,314,0.8596
RUN_0381,2024-02-15 11:44:23.072249,Polygon,Light Load,SmartTourismToken,cancelTour,65,4,489.28,500.26242385610436,238,393,0.8554
RUN_0382,2024-10-23 09:15:08.072249,Sepolia,Heavy Load,SmartReservation,mintToken,75,5,15.01,53.73689012353522,406,541,0.8305
RUN_0383,2024-12-07 18:32:40.072249,Polygon,Light Load,SmartTourismToken,bookTour,63,5,372.71,384.53319595662447,256,432,0.8179
RUN_0384,2025-05-19 23:33:58.072249,Sepolia,Light Load,SmartTourismToken,bookTour,20,6,84.53,103.8189189948734,306,425,0.8587
